ID,Name,English,On,Off,Total,Daily,Point,Address,tm2_x,tm2_y,latitude,longitude
A70,柳營,Liuying,"287,221","273,479","560,700",1536.0,Point (180696.54310000053374097 2575175.75770000088959932),臺南市柳營區建國路1號,180696.54310000053,2575175.757700001,23.277516169482816,120.32256784323008
T104,栗林,Lilin,"370,688","349,447","720,135",1973.0,Point (220615.23969999968539923 2681033.1176999993622303),臺中市潭子區潭豐路二段747號,220615.23969999969,2681033.1176999994,24.234580665666023,120.71065636215762
A18,桃園,Taoyuan,"10,057,686","10,351,022","20,408,708",55914.0,Point (281744.14099999982863665 2764572.8880000002682209),桃園市桃園區武陵里中正路1號,281744.1409999998,2764572.8880000003,24.98879148074788,121.3144557196486
A22,楊梅,Yangmei,"1,920,043","1,846,526","3,766,569",10319.0,Point (264767.62000000011175871 2756261.98299999907612801),桃園市楊梅區楊梅里大成路256號,264767.6200000001,2756261.982999999,24.9140175422489,121.14619929522692
A87,楠梓,Nanzi,"870,233","846,625","1,716,858",4704.0,Point (180582.52649999910499901 2514217.00249999901279807),高雄市楠梓區建楠路229號,180582.5264999991,2514217.002499999,22.727047696127777,120.32419976273168
V021,榮華,Ronghua,"85,571","59,069","144,640",396.0,Point (258420.7369999997317791 2737907.17799999937415123),新竹縣竹東鎮仁愛里北興路(無站房),258420.73699999973,2737907.1779999994,24.748348123137067,121.08325440449495
A15,樹林,Shulin,"5,237,294","5,262,468","10,499,762",28766.0,Point (292880.72499999962747097 2764879.36999999918043613),新北市樹林區樹北里鎮前街112號,292880.7249999996,2764879.369999999,24.991284445787638,121.42478153818777
A86,橋頭,Qiaotou,"510,625","572,276","1,082,901",2967.0,Point (179151.52550000039627776 2518000.10769999958574772),高雄市橋頭區站前街14號,179151.5255000004,2518000.1076999996,22.76115103838086,120.31009785072533
V04,橫山,Hengshan,"34,027","33,876","67,903",186.0,Point (261904.928999999538064 2734815.62099999934434891),新竹縣橫山鄉橫山村橫山路97號(無站房),261904.92899999954,2734815.6209999993,24.720412335261297,121.11767570701949
P006,正義,Zhengyi,"509,351","497,532","1,006,883",2759.0,Point (182384.77589999933843501 2503937.29010000079870224),高雄市苓雅區正義路308號B1,182384.77589999934,2503937.290100001,22.634289954433978,120.34218734327227
I05,武塔,Wuta,"4,758","5,104","9,862",27.0,Point (328659.63599999994039536 2704988.64900000020861626),宜蘭縣南澳鄉武塔村新溪路18號,328659.63599999994,2704988.649,24.44916403013555,121.77583238066389
P06,歸來,Guilai,"104,369","102,609","206,978",567.0,Point (198918.69630000073811971 2505870.2566999988630414),屏東縣屏東市歸仁路1-2號,198918.69630000074,2505870.256699999,22.65232528465249,120.50297376741997
P002,民族,Minzu,"338,659","340,378","679,037",1860.0,Point (179575.1508999991347082 2504448.18950000032782555),高雄市三民區凱旋一路260號,179575.15089999913,2504448.1895000003,22.638789190936933,120.3148317562117
A62,民雄,Minxiong,"710,661","703,670","1,414,331",3875.0,Point (191951.50629999919328839 2605865.74070000136271119),嘉義縣民雄鄉和平路2號,191951.5062999992,2605865.7407000014,23.555077302826472,120.43139590143139
A66,水上,Shuishang,"245,807","238,491","484,298",1327.0,Point (188662.77770000114105642 2592469.03730000089854002),嘉義縣水上鄉下寮村鴿溪寮49號,188662.77770000114,2592469.037300001,23.433988375597842,120.39973113569994
C05,水里,Shuili,"27,724","35,222","62,946",172.0,Point (235065.03000000026077032 2634933.01700000092387199),南投縣水里鄉民生路442號,235065.03000000026,2634933.017000001,23.81852298712153,120.85341178704702
A76,永康,Yongkang,"1,133,218","1,115,371","2,248,589",6161.0,Point (173492.04889999935403466 2548719.82349999947473407),臺南市永康區中山路459號,173492.04889999935,2548719.8234999995,23.038304995655665,120.25347434143997
I02,永樂,Yongle,"4,692","4,631","9,323",26.0,Point (335544.47800000011920929 2718232.59100000001490116),宜蘭縣蘇澳鎮永樂里圳頭路60號,335544.4780000001,2718232.591,24.568366592795513,121.84453183043283
A52,永靖,Yongjing,"206,213","209,066","415,279",1138.0,Point (206400.87770000007003546 2647115.32349999994039536),彰化縣永靖鄉崙子村永崙路25號,206400.87770000007,2647115.3235,23.927998763842417,120.57171266506967
A06,汐止,Xizhi,"3,910,777","4,060,552","7,971,329",21839.0,Point (316789.11000000033527613 2773532.7109999991953373),新北市汐止區信望里信義路1號,316789.11000000034,2773532.710999999,25.068540028449966,121.66202964942391
A064,汐科,Xike,"4,268,747","4,324,223","8,592,970",23542.0,Point (315244.43699999991804361 2772864.25599999912083149),新北市汐止區大同路二段182號,315244.4369999999,2772864.255999999,25.06257288388627,121.6466875768668
M36,池上,Chishang,"212,697","213,850","426,547",1169.0,Point (272507.3037000002223067 2558287.83730000117793679),臺東縣池上鄉鐵花路30號,272507.3037000002,2558287.837300001,23.126318766098482,121.21976178872933
B02,沙崙,Shalun,"1,333,612","1,246,285","2,579,897",7068.0,Point (176782.73230000006151386 2536045.34009999874979258),臺南市歸仁區沙崙里歸仁大道102號,176782.73230000006,2536045.3400999987,22.92400199833717,120.28618273779593
A45,沙鹿,Shalu,"1,040,012","1,017,073","2,057,085",5636.0,Point (205070.56489999900804833 2681360.29939999943599105),臺中市沙鹿區中正街94號,205070.564899999,2681360.2993999994,24.23716690354774,120.55758497249627
T08,泰安,Tai'an,"204,641","206,717","411,358",1127.0,Point (223795.56899999963934533 2691719.5193000016734004),臺中市后里區安眉路37-12號,223795.56899999964,2691719.5193000017,24.331126110864197,120.74177689872566
A144,浮洲,Fuzhou,"1,249,496","1,192,380","2,441,876",6690.0,Point (294882.67599999997764826 2766317.66999999992549419),新北市板橋區僑中二街156號,294882.676,2766317.67,25.004211646302334,121.44465936827612
R01,海科館,Haikeguan,"48,314","62,929","111,243",305.0,Point (330650.17599999997764826 2781255.26400000043213367),基隆市中正區(無站房),330650.176,2781255.2640000004,25.137578206452897,121.79986755340373
M37,海端,Haiduan,"3,022","3,100","6,122",17.0,Point (268110.33100000047124922 2555691.30660000117495656),臺東縣關山鎮德高里西莊49號,268110.3310000005,2555691.306600001,23.102924606929363,121.17679912019513
A44,清水,Qingshui,"510,912","503,189","1,014,101",2778.0,Point (206253.74519999872427434 2684291.7923000012524426),臺中市清水區中正街115號,206253.74519999872,2684291.7923000013,24.263668846755934,120.56914619801503
A25,湖口,Hukou,"1,327,969","1,342,334","2,670,303",7316.0,Point (254448.34999999962747097 2755022.89800000004470348),新竹縣湖口鄉仁勢村中山路二段121號,254448.34999999963,2755022.898,24.902895630910912,121.04403470266145
C01,源泉,Yuanquan,"14,324","14,390","28,714",79.0,Point (213523.66009999997913837 2632747.45509999990463257),彰化縣二水鄉合興村英義路(無站房),213523.66009999998,2632747.4551,23.79844227556069,120.64203746883807
I07,漢本,Hanben,"3,183","3,013","6,196",17.0,Point (327967.61400000005960464 2692386.36500000022351742),宜蘭縣南澳鄉澳花村蘇花路一段56號,327967.61400000006,2692386.365,24.335421726605812,121.76831898929792
T11,潭子,Tanzi,"907,492","908,259","1,815,751",4975.0,Point (220121.18190000011236407 2678592.94210000056773424),臺中市潭子區中山路二段352-1號,220121.1819000001,2678592.9421000006,24.21253852048331,120.70584217472835
P10,潮州,Chaozhou,"1,466,333","1,471,940","2,938,273",8050.0,Point (202310.52890000026673079 2494537.26270000077784061),屏東縣潮州鎮信義路111號,202310.52890000027,2494537.262700001,22.550077195110454,120.53631874089673
C02,濁水,Zhuoshui,"30,151","29,390","59,541",163.0,Point (219917.02099999971687794 2636740.00599999912083149),南投縣名間鄉濁水村路15號,219917.02099999972,2636740.005999999,23.83462649206443,120.70469679853183
J10,瀧溪,Longxi,"8,941","8,807","17,748",49.0,Point (244009.05630000052042305 2484596.8629000005312264),臺東縣太麻里鄉多良村大溪37號,244009.05630000052,2484596.8629000005,22.460960349094236,120.94178735707152
T13,烏日,Wuri,"249,902","257,011","506,913",1389.0,Point (211624.29969999997410923 2667112.11370000103488564),臺中市烏日區三民街258號,211624.29969999997,2667112.113700001,24.10869140955378,120.6224961943285
E06,牡丹,Mudan,"77,020","101,803","178,823",490.0,Point (335962.46300000045448542 2772550.09300000034272671),新北市雙溪區牡丹里16鄰牡丹路159號,335962.46300000045,2772550.0930000003,25.05870058981639,121.85200442280896
E04,猴硐,Houtong,"283,867","280,731","564,598",1547.0,Point (333470.59499999973922968 2775651.16799999959766865),新北市瑞芳區光復里柴寮路70號,333470.59499999974,2775651.1679999996,25.086834710911425,121.82749681022212
M26,玉里,Yuli,"477,886","476,721","954,607",2615.0,Point (281876.69300000095972791 2581035.12340000085532665),花蓮縣玉里鎮康樂街39號,281876.69300000096,2581035.123400001,23.331580522513274,121.31172039999576
M41,瑞和,Ruihe,"3,113","2,549","5,662",16.0,Point (265980.07070000062230974 2542082.79280000040307641),臺東縣鹿野鄉瑞景路三段1-1號,265980.0707000006,2542082.7928000004,22.98005272352897,121.15586142018553
M42,瑞源,Ruiyuan,"14,639","14,444","29,083",80.0,Point (266305.25250000139931217 2539430.0066999988630414),臺東縣鹿野鄉瑞景路一段336巷8-1號,266305.2525000014,2539430.006699999,22.956092955889623,121.15900504815707
M22,瑞穗,Ruisui,"231,449","231,344","462,793",1268.0,Point (288480.15710000088438392 2599410.55749999964609742),花蓮縣瑞穗鄉四維街13號,288480.1571000009,2599410.5574999996,23.49737009582037,121.37676386687248
E03,瑞芳,Ruifang,"1,843,199","1,981,581","3,824,780",10479.0,Point (331296.95799999963492155 2778059.34799999929964542),新北市瑞芳區龍潭里明燈路三段82號,331296.95799999963,2778059.3479999993,25.108692835047343,121.80609234450033
A54,田中,Tianzhong,"882,490","887,789","1,770,279",4850.0,Point (208372.27560000028461218 2639388.24719999916851521),彰化縣田中鎮中州路一段1號,208372.27560000028,2639388.247199999,23.858280086097725,120.59129721211531
A37,白沙屯,Baishatun,"329,391","340,149","669,540",1834.0,Point (220441.77799999993294477 2717609.65499999932944775),苗栗縣通霄鎮白西里白西131號,220441.77799999993,2717609.6549999993,24.56482649869761,120.70819060199251
A034,百福,Baifu,"959,807","950,968","1,910,775",5235.0,Point (319988.66199999954551458 2774590.27999999932944775),基隆市七堵區明德三路1之1號,319988.66199999955,2774590.2799999993,25.077942565610105,121.69379637411039
J16,知本,Zhiben,"246,509","244,211","490,720",1344.0,Point (256236.75210000056540594 2512196.18750000093132257),臺東縣臺東市知本路二段900巷85號,256236.75210000057,2512196.187500001,22.710214509510237,121.06071024096516
E10,石城,Shicheng,"14,404","11,775","26,179",72.0,Point (345414.17499999981373549 2763708.02400000020861626),宜蘭縣頭城鎮濱海路七段230號,345414.1749999998,2763708.024,24.978315154209675,121.94506281080554
A57,石榴,Shiliu,"81,285","79,306","160,591",440.0,Point (207180.48900000005960464 2625368.06499999947845936),雲林縣斗六市榴北里文明路26號,207180.48900000006,2625368.0649999995,23.73165230722355,120.58000354612011
A60,石龜,Shigui,"51,765","50,276","102,041",280.0,Point (196032.86000000033527613 2615202.40799999982118607),雲林縣斗南鎮石溪里,196032.86000000034,2615202.408,23.639525285821506,120.47103474003299
E17,礁溪,Jiaoxi,"649,733","679,837","1,329,570",3643.0,Point (328368.92999999970197678 2746839.99699999950826168),宜蘭縣礁溪鄉德陽村溫泉路1號,328368.9299999997,2746839.9969999995,24.827012325906217,121.77529383013079
A53,社頭,Shetou,"408,290","414,858","823,148",2255.0,Point (207310.89169999957084656 2643537.36989999935030937),彰化縣社頭鄉廣興村社站路10號,207310.89169999957,2643537.3698999994,23.895716502491588,120.58075606115881
E09,福隆,Fulong,"383,112","412,641","795,753",2180.0,Point (345347.83999999985098839 2767872.35199999995529652),新北市貢寮區福隆里福隆街2號,345347.83999999985,2767872.352,25.015911353485023,121.9446932225597
P004,科工館,ScienceandTechnologyMuseum,"650,658","637,086","1,287,744",3528.0,Point (180726.79770000092685223 2504257.17109999945387244),高雄市三民區大順三路307號,180726.79770000093,2504257.1710999995,22.637111678007447,120.3260440211497
V01,竹中,Zhuzhong,"301,731","313,541","615,272",1686.0,Point (253173.05599999986588955 2741596.76899999938905239),新竹縣竹東鎮頭重里竹中路145號,253173.05599999987,2741596.7689999994,24.781680046871426,121.03137984889948
A27,竹北,Zhubei,"2,159,454","2,165,300","4,324,754",11849.0,Point (250956.39099999982863665 2747958.03399999998509884),新竹縣竹北市福德里和平街59號,250956.39099999983,2747958.034,24.839116430244058,121.00946256234376
A32,竹南,Zhunan,"3,210,023","3,247,080","6,457,103",17691.0,Point (237899.05700000002980232 2731062.72100000083446503),苗栗縣竹南鎮竹南里中山路166號,237899.05700000003,2731062.721000001,24.68652691476377,120.88041912872174
V03,竹東,Zhudong,"212,022","207,697","419,719",1150.0,Point (259578.76400000043213367 2736785.48200000077486038),新竹縣竹東鎮雞林里東林路196號,259578.76400000043,2736785.482000001,24.738213890724534,121.0946959386017
P09,竹田,Zhutian,"108,021","106,983","215,004",589.0,Point (202694.47989999910350889 2498564.67149999924004078),屏東縣竹田鄉豐明路27-1號,202694.4798999991,2498564.6714999992,22.58645917163558,120.5399311031803
T116,精武,Jingwu,"543,259","534,911","1,078,170",2954.0,Point (219294.5930999992415309 2671589.27589999977499247),臺中市東區東光路161號,219294.59309999924,2671589.2759,24.149284815665727,120.69785341341321
E22,羅東,Luodong,"1,671,164","1,668,591","3,339,755",9150.0,Point (328367.67100000008940697 2730321.91499999910593033),宜蘭縣羅東鎮大新里公正路2號,328367.6710000001,2730321.914999999,24.677889579760368,121.77435668320979
A888,美術館,MuseumofFineArts,"507,068","531,993","1,039,061",2847.0,Point (176154.29269999978714623 2505947.35410000057891011),高雄市鼓山區翠華路246號B1,176154.2926999998,2505947.3541000006,22.652181627155738,120.28148152981395
T12,臺中,Taichung,"9,213,171","9,107,705","18,320,876",50194.0,Point (218179.00790000049164519 2670240.21570000099018216),臺中市中區臺灣大道一段1號,218179.0079000005,2670240.215700001,24.137081654808807,120.6869056560749
A43,臺中港,TaichungPort,"43,221","48,664","91,885",252.0,Point (209644.17530000070109963 2688829.11029999982565641),臺中市清水區甲南路2號,209644.1753000007,2688829.1103,24.304727332194794,120.60241011928906
A10,臺北,Taipei,"22,598,749","22,107,980","44,706,729",122484.0,Point (302143.80900000035762787 2771129.07200000062584877),臺北市中正區黎明里北平西路3號,302143.80900000036,2771129.0720000006,25.04741646135049,121.51677622094967
A77,臺南,Tainan,"9,076,852","9,272,964","18,349,816",50273.0,Point (169267.35029999975813553 2544188.20630000019446015),臺南市東區北門路二段4號,169267.35029999976,2544188.2063,22.997185229334253,120.21249244642378
M47,臺東,Taitung,"1,748,910","1,772,345","3,521,255",9647.0,Point (262643.32049999939044937 2521447.10050000110641122),臺東縣臺東市岩灣路101巷598號,262643.3204999994,2521447.100500001,22.79372365641482,121.12314829136066
A50,花壇,Huatan,"444,914","466,855","911,769",2498.0,Point (202942.43439999967813492 2657870.49129999987781048),彰化縣花壇鄉中正路370號,202942.43439999968,2657870.4913,24.025012081302375,120.53739352706174
I14,花蓮,Hualien,"3,449,510","3,452,340","6,901,850",18909.0,Point (311234.75350000022444874 2654378.26429999945685267),花蓮縣花蓮市國聯一路100號,311234.7535000002,2654378.2642999995,23.99299634483893,121.60182542268268
M01,花蓮港,HualienPort,0,0,0,0.0,Point (314686.79049999971175566 2654505.75649999966844916),花蓮縣花蓮市港口路2號,314686.7904999997,2654505.7564999997,23.994010593126426,121.63575668890876
A40,苑裡,Yuanli,"579,321","572,462","1,151,783",3156.0,Point (214656.79700000025331974 2704171.03600000031292439),苗栗縣苑裡鎮苑北里中山路165號,214656.79700000025,2704171.0360000003,24.44337032086771,120.6514147282005
T03,苗栗,Miaoli,"2,042,235","2,020,383","4,062,618",11130.0,Point (232013.70600000023841858 2718161.14200000092387199),苗栗縣苗栗市上苗里為公路1號,232013.70600000024,2718161.142000001,24.56998371364543,120.82242525220802
N05,菁桐,Jingtong,"95,157","87,829","182,986",501.0,Point (323050.88300000037997961 2768640.14599999971687794),新北市平溪區菁桐街52號,323050.8830000004,2768640.1459999997,25.024082160901244,121.72383472940834
M16,萬榮,Wanrong,"15,785","15,793","31,578",87.0,Point (292733.68330000003334135 2623198.14409999875351787),花蓮縣鳳林鎮長德街17號,292733.68330000003,2623198.1440999988,23.71206093991668,121.4190919981681
A11,萬華,Wanhua,"1,839,420","1,817,102","3,656,522",10018.0,Point (300474.47099999990314245 2769563.125),臺北市萬華區富福里康定路382號,300474.4709999999,2769563.125,25.0333357392679,121.50017524954905
E26,蘇澳,Su'ao,"178,077","189,259","367,336",1006.0,Point (336229.81199999991804361 2721201.27400000020861626),宜蘭縣蘇澳鎮蘇南里太平路1號,336229.8119999999,2721201.274,24.595129451248805,121.85147834097299
E25,蘇澳新,Su'aoxin,"251,379","266,146","517,525",1418.0,Point (333768.17399999964982271 2722688.4140000008046627),宜蘭縣蘇澳鎮聖愛里中山路二段238號,333768.17399999965,2722688.414000001,24.608690734122874,121.82726112395495
P08,西勢,Xishi,"344,600","331,703","676,303",1853.0,Point (201315.31969999941065907 2501875.94109999947249889),屏東縣竹田鄉西豐路2號,201315.3196999994,2501875.9410999995,22.616323871529215,120.52641615665088
A33,談文,Tanwen,"19,380","16,620","36,000",99.0,Point (235677.21999999973922968 2727744.33999999985098839),苗栗縣造橋鄉談文村仁愛路29號,235677.21999999974,2727744.34,24.656546985044344,120.85849690789226
T10,豐原,Fengyuan,"2,837,052","2,922,892","5,759,944",15781.0,Point (221925.88929999928222969 2683206.23750000074505806),臺中市豐原區中正路1-1號,221925.88929999928,2683206.2375000007,24.254226147762044,120.72351944722251
T02,豐富,Fengfu,"373,746","366,349","740,095",2028.0,Point (232416.35699999984353781 2721957.79499999992549419),苗栗縣後龍鎮校椅里高鐵一路66號,232416.35699999984,2721957.795,24.604267715156308,120.82635325606373
M11,豐田,Fengtian,"16,473","14,850","31,323",86.0,Point (300542.96890000009443611 2638327.16469999961555004),花蓮縣壽豐鄉站前街36號,300542.9689000001,2638327.1646999996,23.848442003170458,121.49619422600583
E08,貢寮,Gongliao,"59,377","69,245","128,622",352.0,Point (341712.15699999965727329 2768522.82499999925494194),新北市貢寮區貢寮里朝陽街33號,341712.15699999966,2768522.8249999993,25.022007804182984,121.90871825093686
A83,路竹,Luzhu,"593,857","606,602","1,200,459",3289.0,Point (174702.80289999948581681 2528303.42250000033527613),高雄市路竹區中正路288號,174702.8028999995,2528303.4225000003,22.853999120411295,120.2662820794896
C06,車埕,Checheng,"25,631","29,446","55,077",151.0,Point (236316.34200000017881393 2636485.03399999998509884),南投縣水里鄉車埕村民權巷2號,236316.34200000018,2636485.034,23.83254851055517,120.86567908515096
A48,追分,Zhuifen,"271,916","95,961","367,877",1008.0,Point (206310.4438999998383224 2668439.33170000044628978),臺中市大肚區追分街13號,206310.44389999984,2668439.3317000004,24.12053704121376,120.57018457581641
A39,通霄,Tongxiao,"322,303","312,628","634,931",1740.0,Point (217407.04700000025331974 2709485.17100000008940697),苗栗縣通霄鎮通西里中正路109號,217407.04700000025,2709485.171,24.491411096627242,120.6784178865112
T01,造橋,Zaoqiao,"135,893","133,381","269,274",738.0,Point (236561.22800000011920929 2726119.90300000086426735),苗栗縣造橋鄉造橋村平仁路54號,236561.22800000012,2726119.903000001,24.641888267331243,120.86724602755378
J12,金崙,Jinlun,"210,595","209,275","419,870",1150.0,Point (246632.43410000001313165 2492410.38729999912902713),臺東縣太麻里鄉金崙村金崙47-17號,246632.4341,2492410.387299999,22.53153385133374,120.96726152173011
T05,銅鑼,Tongluo,"354,512","354,724","709,236",1943.0,Point (228328.5400000000372529 2708909.06000000052154064),苗栗縣銅鑼鄉銅鑼村大同路13號,228328.54000000004,2708909.0600000005,24.486400429393502,120.78618410747549
P13,鎮安,Zhen'an,"12,421","12,060","24,481",67.0,Point (199696.19950000068638474 2484342.52830000128597021),屏東縣林邊鄉永和路4號,199696.1995000007,2484342.5283000013,22.457933601935423,120.51122414503821
B01,長榮大學,CJCU,"195,749","190,531","386,280",1058.0,Point (175343.09529999981168658 2534186.61050000041723251),臺南市歸仁區長榮路一段200巷72弄126號,175343.0952999998,2534186.6105000004,22.90715377363165,120.2722377695763
M39,關山,Guanshan,"201,149","194,905","396,054",1085.0,Point (266842.00349999906029552 2549348.98429999966174364),臺東縣關山鎮博愛路2號,266842.00349999906,2549348.9842999997,23.045662919964823,121.16434771718195
A72,隆田,Longtian,"483,598","483,449","967,047",2649.0,Point (180316.83149999953457154 2565772.74019999941810966),臺南市官田區中山路一段1號,180316.83149999953,2565772.7401999994,23.1925924814181,120.31928720694907
C04,集集,Jiji,"47,728","39,244","86,972",238.0,Point (228086.17100000008940697 2635820.375),南投縣集集鎮民生路75號,228086.1710000001,2635820.375,23.82645526156713,120.78490070271175
E07,雙溪,Shuangxi,"292,655","297,129","589,784",1616.0,Point (337442.20199999958276749 2770331.52099999971687794),新北市雙溪區新基里朝陽街1號,337442.2019999996,2770331.5209999997,25.03858804240919,121.8665285286868
E16,頂埔,Dingpu,"36,859","36,379","73,238",201.0,Point (331775.53799999970942736 2748731.19700000062584877),宜蘭縣頭城鎮下埔里下埔路4之8號,331775.5379999997,2748731.1970000006,24.843906931100463,121.80910334688785
E15,頭城,Toucheng,"400,009","407,419","807,428",2212.0,Point (333116.071000000461936 2750398.34100000001490116),宜蘭縣頭城鎮城北里纘祥路59號,333116.07100000046,2750398.341,24.858884892409353,121.8224652885174
T112,頭家厝,Toujiacuo,"261,268","258,922","520,190",1425.0,Point (219933.96990000049117953 2676703.03970000054687262),臺中市潭子區頭張東路43巷8號,219933.9699000005,2676703.0397000005,24.195470612530134,120.70403849016928
A30,香山,Xiangshan,"239,909","228,779","468,688",1284.0,Point (241293.90600000042468309 2739543.45299999974668026),新竹市香山區朝山里中華路五段347巷2弄27號,241293.90600000042,2739543.4529999997,24.763119912837873,120.91391414314096
A92,高雄,Kaohsiung,"5,286,307","5,243,005","10,529,312",28847.0,Point (178254.47969999990891665 2504545.74890000047162175),高雄市三民區建國二路320號,178254.4796999999,2504545.7489000005,22.639614783683967,120.30197912964931
P01,鳳山,Fengshan,"2,022,651","1,996,050","4,018,701",11010.0,Point (183916.76039999912609346 2503618.72440000111237168),高雄市鳳山區曹公路70號,183916.76039999913,2503618.724400001,22.631473558891148,120.35710431404624
M15,鳳林,Fenglin,"132,769","130,181","262,950",720.0,Point (295564.23410000110743567 2627004.24149999907240272),花蓮縣鳳林鎮中山路43號,295564.2341000011,2627004.241499999,23.746350880371967,121.44696793430653
A175,鳳鳴,Fengming,"53,552","52,592","106,144",291.0,Point (283983.71750000026077032 2762789.15029999986290932),,283983.71750000026,2762789.1503,24.9726389190736,121.33659671192649
A17,鶯歌,Yingge,"3,271,191","3,270,287","6,541,478",17922.0,Point (285866.17499999981373549 2760788.20500000007450581),新北市鶯歌區東鶯里文化路68之1號,285866.1749999998,2760788.205,24.954530559398787,121.35518966095916
M43,鹿野,Luye,"73,666","72,074","145,740",399.0,Point (264051.47350000124424696 2534596.79010000079870224),臺東縣鹿野鄉中正路38號,264051.47350000124,2534596.790100001,22.91246571983582,121.13698285914425
P07,麟洛,Linluo,"77,961","75,826","153,787",421.0,Point (200063.18369999906281009 2503958.95209999848157167),屏東縣麟洛鄉中華路站前巷15號,200063.18369999906,2503958.9520999985,22.635098793073375,120.51417014487804
A90,鼓山,Gushan,"203,808","211,857","415,665",1139.0,Point (176065.72230000060517341 2504798.9632999999448657),高雄市鼓山區鐵路街20巷6號B1,176065.7223000006,2504798.9633,22.6418073085834,120.28067380830765
A46,龍井,Longjing,"190,820","188,687","379,507",1040.0,Point (203610.5464999993564561 2676969.00530000030994415),臺中市龍井區龍新路1號,203610.54649999936,2676969.0053000003,24.197475296408093,120.543350055225
C03,龍泉,Longquan,"3,890","5,302","9,192",25.0,Point (224543.86880000028759241 2636799.90269999951124191),南投縣集集鎮隘寮村(無站房),224543.8688000003,2636799.9026999995,23.835247663810016,120.75011386831872
A36,龍港,Longgang,"12,091","11,850","23,941",66.0,Point (225514.64499999955296516 2722788.20700000040233135),苗栗縣後龍鎮龍京里公司寮85號,225514.64499999955,2722788.2070000004,24.61167125674048,120.75818160143406
E13,龜山,Guishan,"33,830","33,110","66,940",183.0,Point (337774.15099999960511923 2755521.00799999944865704),宜蘭縣頭城鎮更新里濱海路三段261號,337774.1509999996,2755521.0079999994,24.904868798281377,121.86887813858549
